"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
247,"Precinct Committeeman YRK 087 - D","Gary Kleppe","D",26,100.00,652,110696,1,1,"0","0"
248,"Precinct Committeeman YRK 088 - D","Azalee Turner","D",30,100.00,984,110696,1,1,"0","0"
249,"Precinct Committeeman YRK 089 - D","Max J. Havlick","D",14,100.00,702,110696,1,1,"0","0"
250,"Precinct Committeeman YRK 090 - D","Tariq Saeed","D",25,100.00,573,110696,1,1,"0","0"
251,"Precinct Committeeman YRK 095 - D","Thomas A. Stachelski","D",24,100.00,439,110696,1,1,"0","0"
252,"Precinct Committeeman YRK 100 - D","Markus G. Pitchford","D",22,100.00,679,110696,1,1,"0","0"
253,"Precinct Committeeman YRK 107 - D","Bill McCarthy","D",33,100.00,1121,110696,1,1,"0","0"
254,"Precinct Committeeman YRK 108 - D","Jawed Akhter","D",26,100.00,757,110696,1,1,"0","0"
255,"Precinct Committeeman YRK 109 - D","G. Douglas Cole","D",16,100.00,931,110696,1,1,"0","0"
256,"Precinct Committeeman YRK 112 - D","Daniel A. Stafford","D",18,100.00,743,110696,1,1,"0","0"
257,"Precinct Committeeman YRK 115 - D","W. David Karcher","D",24,100.00,682,110696,1,1,"0","0"
258,"Precinct Committeeman YRK 126 - D","Judith Wherley","D",23,76.67,817,110696,1,1,"0","0"
259,"Precinct Committeeman YRK 126 - D","Jawed Mohammed Aslam","D",7,23.33,817,110696,1,1,"0","0"
260,"Precinct Committeeman NAP 002 - D","Julie A. Federico","D",17,100.00,552,110696,1,1,"0","0"
261,"Precinct Committeeman NAP 003 - D","Tony Michelassi","D",8,100.00,782,110696,1,1,"0","0"
262,"Precinct Committeeman NAP 005 - D","Steve Purduski","D",19,100.00,770,110696,1,1,"0","0"
263,"Precinct Committeeman NAP 006 - D","Ed Agustin","D",40,100.00,818,110696,1,1,"0","0"
264,"Precinct Committeeman NAP 008 - D","Max Bochmann","D",12,100.00,660,110696,1,1,"0","0"
265,"Precinct Committeeman NAP 009 - D","Charles Davis","D",30,100.00,807,110696,1,1,"0","0"
266,"Precinct Committeeman NAP 010 - D","Duncan I. Hughes","D",20,100.00,889,110696,1,1,"0","0"
267,"Precinct Committeeman NAP 013 - D","Carole Kerr","D",22,100.00,722,110696,1,1,"0","0"
268,"Precinct Committeeman NAP 014 - D","Judy Walters","D",16,100.00,584,110696,1,1,"0","0"
269,"Precinct Committeeman NAP 017 - D","Vera Bass","D",56,100.00,1134,110696,1,1,"0","0"
270,"Precinct Committeeman NAP 018 - D","Edward De Paepe","D",39,100.00,1531,110696,1,1,"0","0"
271,"Precinct Committeeman NAP 020 - D","Rose M. Johnson","D",35,100.00,913,110696,1,1,"0","0"
272,"Precinct Committeeman NAP 023 - D","William S. Higgins","D",33,100.00,1303,110696,1,1,"0","0"
273,"Precinct Committeeman NAP 027 - D","Robert Fine","D",29,100.00,1289,110696,1,1,"0","0"
274,"Precinct Committeeman NAP 028 - D","Hope A. Liddle","D",22,100.00,756,110696,1,1,"0","0"
275,"Precinct Committeeman NAP 032 - D","Steven L. Kierstead","D",19,100.00,866,110696,1,1,"0","0"
276,"Precinct Committeeman NAP 033 - D","Daniel Walker, Jr.","D",20,100.00,687,110696,1,1,"0","0"
277,"Precinct Committeeman NAP 035 - D","Janice L. Ilg","D",24,100.00,943,110696,1,1,"0","0"
278,"Precinct Committeeman NAP 037 - D","Ronald ""Ron"" Allen","D",39,100.00,1363,110696,1,1,"0","0"
279,"Precinct Committeeman NAP 040 - D","Jennifer Robinson","D",15,100.00,915,110696,1,1,"0","0"
280,"Precinct Committeeman NAP 042 - D","Bill Habel","D",17,100.00,1174,110696,1,1,"0","0"
281,"Precinct Committeeman NAP 044 - D","Regina D. Brent","D",35,100.00,984,110696,1,1,"0","0"
282,"Precinct Committeeman NAP 047 - D","Tyrone Slayton","D",13,100.00,813,110696,1,1,"0","0"
283,"Precinct Committeeman NAP 049 - D","Richard T. Novinger","D",9,100.00,833,110696,1,1,"0","0"
284,"Precinct Committeeman NAP 052 - D","Paul J. Mandrik","D",24,100.00,1062,110696,1,1,"0","0"
285,"Precinct Committeeman NAP 054 - D","Stephen E. Diveley","D",32,100.00,1238,110696,1,1,"0","0"
286,"Precinct Committeeman NAP 055 - D","Jeffrey Scott Szymczak","D",10,100.00,846,110696,1,1,"0","0"
287,"Precinct Committeeman NAP 057 - D","Keith Clay","D",22,100.00,862,110696,1,1,"0","0"
288,"Precinct Committeeman NAP 058 - D","Steven Bosco","D",32,100.00,1210,110696,1,1,"0","0"
289,"Precinct Committeeman NAP 062 - D","Mary P. Boyle","D",18,100.00,1175,110696,1,1,"0","0"
290,"Precinct Committeeman NAP 065 - D","Bill Lavin","D",23,100.00,877,110696,1,1,"0","0"
291,"Precinct Committeeman NAP 067 - D","Dianne McGuire","D",44,100.00,794,110696,1,1,"0","0"
292,"Precinct Committeeman NAP 068 - D","Loretta T. Burke","D",15,100.00,506,110696,1,1,"0","0"
293,"Precinct Committeeman LSL 010 - D","Mark Shirky","D",28,100.00,905,110696,1,1,"0","0"
294,"Precinct Committeeman LSL 014 - D","Thomas D. Mathern","D",11,100.00,969,110696,1,1,"0","0"
295,"Precinct Committeeman LSL 016 - D","Aileen C. Eilert","D",13,100.00,957,110696,1,1,"0","0"
296,"Precinct Committeeman LSL 025 - D","Robert A. Lipa","D",15,100.00,732,110696,1,1,"0","0"
297,"Precinct Committeeman LSL 039 - D","Virginia Wisdom","D",13,100.00,770,110696,1,1,"0","0"
298,"Precinct Committeeman LSL 048 - D","Joseph Heneghan","D",19,100.00,872,110696,1,1,"0","0"
299,"Precinct Committeeman LSL 049 - D","Mary M. Coley","D",13,100.00,706,110696,1,1,"0","0"
300,"Precinct Committeeman LSL 055 - D","Linda K. Merz","D",10,100.00,502,110696,1,1,"0","0"
301,"Precinct Committeeman LSL 064 - D","Tony Fuscone","D",23,100.00,1239,110696,1,1,"0","0"
302,"Precinct Committeeman LSL 067 - D","Paul E. Sjordal","D",17,100.00,1419,110696,1,1,"0","0"
303,"Precinct Committeeman LSL 083 - D","Edgar Rivas","D",20,100.00,772,110696,1,1,"0","0"
304,"Precinct Committeeman LSL 086 - D","Josephine Fuscone","D",6,100.00,840,110696,1,1,"0","0"
305,"Precinct Committeeman LSL 093 - D","Birger B. Back","D",24,100.00,820,110696,1,1,"0","0"
306,"Precinct Committeeman D G 001 - D","Joanna N. Williams","D",5,100.00,644,110696,1,1,"0","0"
307,"Precinct Committeeman D G 003 - D","Mary Kim Johnson","D",1,100.00,582,110696,1,1,"0","0"
308,"Precinct Committeeman D G 005 - D","Mary R. Travis","D",3,100.00,834,110696,1,1,"0","0"
309,"Precinct Committeeman D G 007 - D","Rochelle Hoganson","D",6,100.00,833,110696,1,1,"0","0"
310,"Precinct Committeeman D G 008 - D","Paul Krefft","D",36,100.00,983,110696,1,1,"0","0"
311,"Precinct Committeeman D G 015 - D","Debbie Emerson","D",18,100.00,598,110696,1,1,"0","0"
312,"Precinct Committeeman D G 016 - D","Carol Park","D",10,100.00,561,110696,1,1,"0","0"
313,"Precinct Committeeman D G 017 - D","Richard B. DeMink","D",15,100.00,725,110696,1,1,"0","0"
314,"Precinct Committeeman D G 018 - D","Greg Hosé","D",26,100.00,802,110696,1,1,"0","0"
315,"Precinct Committeeman D G 021 - D","Janice L. Kingman","D",19,100.00,707,110696,1,1,"0","0"
316,"Precinct Committeeman D G 025 - D","Robert Jeffers","D",17,100.00,742,110696,1,1,"0","0"
317,"Precinct Committeeman D G 026 - D","Terri Anne Williams","D",8,100.00,736,110696,1,1,"0","0"
318,"Precinct Committeeman D G 035 - D","Martin J. ""Marty"" Gleason","D",21,100.00,789,110696,1,1,"0","0"
319,"Precinct Committeeman D G 036 - D","Meg Kadlec","D",19,100.00,832,110696,1,1,"0","0"
320,"Precinct Committeeman D G 040 - D","Michele Toppin Thompson","D",17,100.00,974,110696,1,1,"0","0"
321,"Precinct Committeeman D G 042 - D","Paul S. Farber","D",13,100.00,716,110696,1,1,"0","0"
322,"Precinct Committeeman D G 049 - D","Martin T. McAlpin","D",19,100.00,743,110696,1,1,"0","0"
323,"Precinct Committeeman D G 050 - D","Kathryn Vlahos","D",24,100.00,761,110696,1,1,"0","0"
324,"Precinct Committeeman D G 051 - D","Bruce Beckman","D",23,100.00,715,110696,1,1,"0","0"
325,"Precinct Committeeman D G 053 - D","Kathleen M. DiCola","D",22,100.00,817,110696,1,1,"0","0"
326,"Precinct Committeeman D G 054 - D","Guy F. ""Red"" Brownson","D",25,100.00,978,110696,1,1,"0","0"
327,"Precinct Committeeman D G 057 - D","Ralph A. Beardsley","D",6,100.00,636,110696,1,1,"0","0"
328,"Precinct Committeeman D G 058 - D","Ramulu Gajjela","D",9,100.00,506,110696,1,1,"0","0"
329,"Precinct Committeeman D G 062 - D","Sarbani R. Chowdhury","D",10,100.00,752,110696,1,1,"0","0"
330,"Precinct Committeeman D G 064 - D","Pamela Miles","D",20,100.00,1011,110696,1,1,"0","0"
331,"Precinct Committeeman D G 067 - D","Kim Savage","D",35,100.00,988,110696,1,1,"0","0"
332,"Precinct Committeeman D G 068 - D","Suzanne Sahloul","D",4,100.00,589,110696,1,1,"0","0"
333,"Precinct Committeeman D G 079 - D","James ""Jim"" Speta","D",16,100.00,974,110696,1,1,"0","0"
334,"Precinct Committeeman D G 081 - D","Warka Barmada","D",22,100.00,768,110696,1,1,"0","0"
335,"Precinct Committeeman D G 082 - D","Carla Feinkind","D",10,100.00,734,110696,1,1,"0","0"
336,"Precinct Committeeman D G 084 - D","Paul Peterson","D",12,100.00,715,110696,1,1,"0","0"
337,"Precinct Committeeman D G 090 - D","Carol DiCola","D",29,100.00,743,110696,1,1,"0","0"
338,"Precinct Committeeman D G 092 - D","Ruth C. ""Chris"" Hotchkin","D",28,100.00,1117,110696,1,1,"0","0"
339,"Precinct Committeeman D G 094 - D","George Hamper","D",22,100.00,832,110696,1,1,"0","0"
340,"Precinct Committeeman D G 095 - D","Christopher English","D",6,100.00,695,110696,1,1,"0","0"
341,"Precinct Committeeman D G 096 - D","Carolina Menapace","D",20,100.00,601,110696,1,1,"0","0"
342,"Precinct Committeeman D G 100 - D","Tom Chlystek","D",24,100.00,826,110696,1,1,"0","0"
343,"Precinct Committeeman D G 104 - D","Mark Garrity","D",24,100.00,971,110696,1,1,"0","0"
344,"Precinct Committeeman D G 108 - D","Steven Dlugo","D",21,100.00,862,110696,1,1,"0","0"
345,"Precinct Committeeman D G 110 - D","Julia Kennedy Beckman","D",33,100.00,800,110696,1,1,"0","0"
346,"Precinct Committeeman D G 115 - D","Matthew T. Mostowik","D",16,100.00,707,110696,1,1,"0","0"
347,"Precinct Committeeman D G 118 - D","Karol A. Sole","D",12,100.00,848,110696,1,1,"0","0"
348,"Precinct Committeeman D G 120 - D","Pushpa Satkunaratnam","D",20,100.00,797,110696,1,1,"0","0"
349,"Precinct Committeeman D G 121 - D","Ronald D. Solberg","D",16,100.00,557,110696,1,1,"0","0"
350,"Precinct Committeeman D G 123 - D","Kenneth Kuchar","D",31,100.00,1001,110696,1,1,"0","0"
351,"Precinct Committeeman D G 124 - D","Tony V. DeFranco","D",18,100.00,764,110696,1,1,"0","0"
352,"Precinct Committeeman D G 125 - D","Jared Hamilton","D",12,100.00,687,110696,1,1,"0","0"
353,"Precinct Committeeman D G 126 - D","George J. Strejcek","D",16,100.00,1116,110696,1,1,"0","0"
354,"Precinct Committeeman D G 129 - D","James Boyce","D",17,100.00,649,110696,1,1,"0","0"
355,"Precinct Committeeman D G 134 - D","Paulette Allan","D",7,100.00,761,110696,1,1,"0","0"
356,"Precinct Committeeman WYN 001 - R","Gerald J. (Jerry) Marchese","R",146,100.00,769,110696,1,1,"0","0"
357,"Precinct Committeeman WYN 002 - R","Joan Mruk","R",80,100.00,460,110696,1,1,"0","0"
358,"Precinct Committeeman WYN 003 - R","Joseph ""Joe"" Coduto","R",150,100.00,1267,110696,1,1,"0","0"
359,"Precinct Committeeman WYN 004 - R","Paul Hempel","R",103,100.00,1127,110696,1,1,"0","0"
360,"Precinct Committeeman WYN 005 - R","Bryan Darge","R",44,30.77,1188,110696,1,1,"0","0"
361,"Precinct Committeeman WYN 005 - R","Jay Paul Langfelder","R",99,69.23,1188,110696,1,1,"0","0"
362,"Precinct Committeeman WYN 006 - R","Vince Carbonaro","R",144,100.00,1164,110696,1,1,"0","0"
363,"Precinct Committeeman WYN 007 - R","April Murphy","R",100,67.57,1000,110696,1,1,"0","0"
364,"Precinct Committeeman WYN 007 - R","Bill Andrews","R",48,32.43,1000,110696,1,1,"0","0"
365,"Precinct Committeeman WYN 008 - R","David Becker","R",136,100.00,922,110696,1,1,"0","0"
366,"Precinct Committeeman WYN 009 - R","Dennis H. Peterson","R",170,100.00,1058,110696,1,1,"0","0"
367,"Precinct Committeeman WYN 010 - R","Kevin R. Wiley","R",184,100.00,961,110696,1,1,"0","0"
368,"Precinct Committeeman WYN 011 - R","Michael E. Musson","R",134,100.00,900,110696,1,1,"0","0"
369,"Precinct Committeeman WYN 012 - R","Sam M. Mead","R",86,100.00,830,110696,1,1,"0","0"
370,"Precinct Committeeman WYN 013 - R","Vincent Durante","R",147,100.00,1299,110696,1,1,"0","0"
371,"Precinct Committeeman WYN 014 - R","Laura L. Kubaszko","R",76,100.00,1010,110696,1,1,"0","0"
372,"Precinct Committeeman WYN 015 - R","Mark Jatczak","R",96,100.00,1035,110696,1,1,"0","0"
373,"Precinct Committeeman WYN 016 - R","David Craven","R",62,100.00,1130,110696,1,1,"0","0"
374,"Precinct Committeeman WYN 017 - R","Jeff Ricardo","R",176,100.00,1394,110696,1,1,"0","0"
375,"Precinct Committeeman WYN 018 - R","Frank Napolitano","R",67,53.17,1335,110696,1,1,"0","0"
376,"Precinct Committeeman WYN 018 - R","Dan Kunzer","R",59,46.83,1335,110696,1,1,"0","0"
377,"Precinct Committeeman WYN 019 - R","Rohan Sharma","R",11,13.25,951,110696,1,1,"0","0"
378,"Precinct Committeeman WYN 019 - R","Laura M. Pollastrini","R",72,86.75,951,110696,1,1,"0","0"
379,"Precinct Committeeman WYN 020 - R","Larry A. Robbins","R",80,65.57,788,110696,1,1,"0","0"
380,"Precinct Committeeman WYN 020 - R","Ann Wagoner","R",42,34.43,788,110696,1,1,"0","0"
381,"Precinct Committeeman WYN 021 - R","Daniel Kliebhan","R",123,100.00,1148,110696,1,1,"0","0"
382,"Precinct Committeeman WYN 022 - R","Melynda Litchfield","R",45,45.45,697,110696,1,1,"0","0"
383,"Precinct Committeeman WYN 022 - R","Mike Mascow","R",54,54.55,697,110696,1,1,"0","0"
384,"Precinct Committeeman WYN 023 - R","Jim Zay","R",91,100.00,820,110696,1,1,"0","0"
385,"Precinct Committeeman WYN 024 - R","Gregory Tamburello","R",41,60.29,929,110696,1,1,"0","0"
386,"Precinct Committeeman WYN 024 - R","William Rogala","R",27,39.71,929,110696,1,1,"0","0"
387,"Precinct Committeeman WYN 025 - R","Jim McCarthy","R",94,100.00,931,110696,1,1,"0","0"
388,"Precinct Committeeman WYN 027 - R","Lawrence A. Fleig","R",49,100.00,910,110696,1,1,"0","0"
389,"Precinct Committeeman WYN 028 - R","Randy Ramey","R",83,100.00,927,110696,1,1,"0","0"
390,"Precinct Committeeman WYN 029 - R","Art Berthelot","R",46,52.87,1000,110696,1,1,"0","0"
391,"Precinct Committeeman WYN 029 - R","William ""Bump"" Waghorne","R",41,47.13,1000,110696,1,1,"0","0"
392,"Precinct Committeeman WYN 030 - R","John F. Miaso","R",114,100.00,1050,110696,1,1,"0","0"
393,"Precinct Committeeman WYN 031 - R","Vince Sharma","R",44,100.00,942,110696,1,1,"0","0"
394,"Precinct Committeeman WYN 032 - R","Art Pierscionek","R",79,65.83,644,110696,1,1,"0","0"
395,"Precinct Committeeman WYN 032 - R","Thomas Arends","R",41,34.17,644,110696,1,1,"0","0"
396,"Precinct Committeeman WYN 033 - R","Phil A. Costello","R",53,100.00,654,110696,1,1,"0","0"
397,"Precinct Committeeman WYN 034 - R","Jonathan Duesing","R",86,100.00,1094,110696,1,1,"0","0"
398,"Precinct Committeeman WYN 035 - R","John W. Richmann","R",39,29.32,1006,110696,1,1,"0","0"
399,"Precinct Committeeman WYN 035 - R","Nicholas Dzierzanowski","R",94,70.68,1006,110696,1,1,"0","0"
400,"Precinct Committeeman WYN 036 - R","Marilyn E. Dent","R",30,23.62,983,110696,1,1,"0","0"
401,"Precinct Committeeman WYN 036 - R","Matt Fuesting","R",97,76.38,983,110696,1,1,"0","0"
402,"Precinct Committeeman WYN 037 - R","Chad Shaffer","R",113,55.39,1099,110696,1,1,"0","0"
403,"Precinct Committeeman WYN 037 - R","Jeffrey A. Posadzy","R",91,44.61,1099,110696,1,1,"0","0"
404,"Precinct Committeeman WYN 038 - R","Austin Hopkins","R",80,100.00,1057,110696,1,1,"0","0"
405,"Precinct Committeeman WYN 039 - R","Al Murphy","R",96,100.00,771,110696,1,1,"0","0"
406,"Precinct Committeeman WYN 040 - R","Mike Hennessy","R",60,55.56,1034,110696,1,1,"0","0"
407,"Precinct Committeeman WYN 040 - R","Tom C. Poulos","R",48,44.44,1034,110696,1,1,"0","0"
408,"Precinct Committeeman WYN 042 - R","Walter Mruk","R",94,100.00,1166,110696,1,1,"0","0"
409,"Precinct Committeeman BLM 001 - R","Floyd Sanford","R",106,100.00,578,110696,1,1,"0","0"
410,"Precinct Committeeman BLM 002 - R","Paul Bergl","R",2,100.00,1118,110696,1,1,"0","0"
411,"Precinct Committeeman BLM 003 - R","Todd Eichholz","R",161,100.00,1221,110696,1,1,"0","0"
412,"Precinct Committeeman BLM 004 - R","Erich Sourwine","R",94,100.00,1187,110696,1,1,"0","0"
413,"Precinct Committeeman BLM 005 - R","James P. Cadell","R",123,100.00,908,110696,1,1,"0","0"
414,"Precinct Committeeman BLM 006 - R","Salvatore Samaritano","R",85,100.00,719,110696,1,1,"0","0"
415,"Precinct Committeeman BLM 007 - R","Christopher Howell","R",75,100.00,617,110696,1,1,"0","0"
416,"Precinct Committeeman BLM 008 - R","John R. Angel","R",122,100.00,501,110696,1,1,"0","0"
417,"Precinct Committeeman BLM 009 - R","James Plumb","R",154,100.00,1174,110696,1,1,"0","0"
418,"Precinct Committeeman BLM 010 - R","Edward N. Levato","R",129,100.00,936,110696,1,1,"0","0"
419,"Precinct Committeeman BLM 011 - R","Fran Chvalovsky","R",118,100.00,545,110696,1,1,"0","0"
420,"Precinct Committeeman BLM 012 - R","J. Thomas Parker","R",120,100.00,639,110696,1,1,"0","0"
421,"Precinct Committeeman BLM 013 - R","Fran Scalafini","R",105,100.00,640,110696,1,1,"0","0"
422,"Precinct Committeeman BLM 014 - R","Linda Jackson","R",40,100.00,800,110696,1,1,"0","0"
423,"Precinct Committeeman BLM 015 - R","Michael Evans","R",80,100.00,1111,110696,1,1,"0","0"
424,"Precinct Committeeman BLM 016 - R","Christopher Baldwin","R",43,100.00,610,110696,1,1,"0","0"
425,"Precinct Committeeman BLM 017 - R","John T. Dabrowski","R",130,100.00,672,110696,1,1,"0","0"
426,"Precinct Committeeman BLM 018 - R","Darrel Malcom","R",105,100.00,897,110696,1,1,"0","0"
427,"Precinct Committeeman BLM 019 - R","Carole Pankau","R",129,100.00,886,110696,1,1,"0","0"
428,"Precinct Committeeman BLM 020 - R","Anthony A. Bonavolonta","R",194,100.00,882,110696,1,1,"0","0"
429,"Precinct Committeeman BLM 021 - R","Dan Risley","R",77,100.00,610,110696,1,1,"0","0"
430,"Precinct Committeeman BLM 022 - R","Paul Gasiecki","R",87,100.00,1029,110696,1,1,"0","0"
431,"Precinct Committeeman BLM 023 - R","Orlando R. Liwanag","R",50,100.00,918,110696,1,1,"0","0"
432,"Precinct Committeeman BLM 024 - R","George F. Kuta","R",139,100.00,940,110696,1,1,"0","0"
433,"Precinct Committeeman BLM 026 - R","Lorraine G. Dziewiatkowski","R",106,100.00,963,110696,1,1,"0","0"
434,"Precinct Committeeman BLM 027 - R","James Sullivan","R",55,100.00,589,110696,1,1,"0","0"
435,"Precinct Committeeman BLM 028 - R","Rebecca Tybor","R",50,100.00,1107,110696,1,1,"0","0"
436,"Precinct Committeeman BLM 029 - R","Michael Cataudella","R",105,100.00,581,110696,1,1,"0","0"
437,"Precinct Committeeman BLM 030 - R","Bernadette DeBiase","R",106,100.00,672,110696,1,1,"0","0"
438,"Precinct Committeeman BLM 031 - R","Donna Reboletti","R",112,100.00,1243,110696,1,1,"0","0"
439,"Precinct Committeeman BLM 032 - R","Jim Hodgdon","R",160,100.00,660,110696,1,1,"0","0"
440,"Precinct Committeeman BLM 033 - R","Darlene J. Ruscitti","R",116,100.00,800,110696,1,1,"0","0"
441,"Precinct Committeeman BLM 034 - R","Vincent Saviano","R",110,100.00,1047,110696,1,1,"0","0"
442,"Precinct Committeeman BLM 035 - R","Joe Petersen","R",35,100.00,1104,110696,1,1,"0","0"
443,"Precinct Committeeman BLM 036 - R","Michael McGinn","R",94,100.00,716,110696,1,1,"0","0"
444,"Precinct Committeeman BLM 037 - R","Raymond Wojcik","R",48,100.00,660,110696,1,1,"0","0"
445,"Precinct Committeeman BLM 038 - R","Kory Atkinson","R",2,100.00,873,110696,1,1,"0","0"
446,"Precinct Committeeman BLM 039 - R","Branka Poplonski","R",155,100.00,1404,110696,1,1,"0","0"
447,"Precinct Committeeman BLM 040 - R","Charles Morrison","R",54,100.00,1005,110696,1,1,"0","0"
448,"Precinct Committeeman BLM 041 - R","Edelbert Potempa","R",59,100.00,679,110696,1,1,"0","0"
449,"Precinct Committeeman BLM 042 - R","Leonard Gutierrez","R",72,100.00,1041,110696,1,1,"0","0"
450,"Precinct Committeeman BLM 043 - R","Efren M. Santos","R",77,100.00,588,110696,1,1,"0","0"
451,"Precinct Committeeman BLM 046 - R","Craig Celia","R",148,100.00,961,110696,1,1,"0","0"
452,"Precinct Committeeman BLM 047 - R","Ernesto Paras","R",60,100.00,1112,110696,1,1,"0","0"
453,"Precinct Committeeman BLM 049 - R","Robert Czernek","R",135,100.00,1051,110696,1,1,"0","0"
454,"Precinct Committeeman BLM 050 - R","Rodolfo Quines","R",55,100.00,731,110696,1,1,"0","0"
455,"Precinct Committeeman BLM 051 - R","Joseph A. Allivato, Jr.","R",47,100.00,438,110696,1,1,"0","0"
456,"Precinct Committeeman BLM 052 - R","Pat Maritato","R",80,100.00,1115,110696,1,1,"0","0"
457,"Precinct Committeeman BLM 053 - R","Tony Manzzullo","R",123,100.00,1464,110696,1,1,"0","0"
458,"Precinct Committeeman BLM 054 - R","Lee A. Trejo","R",106,100.00,1087,110696,1,1,"0","0"
459,"Precinct Committeeman BLM 055 - R","Sam Tornatore","R",192,100.00,1444,110696,1,1,"0","0"
460,"Precinct Committeeman BLM 056 - R","Christine Lauricella","R",193,100.00,1067,110696,1,1,"0","0"
461,"Precinct Committeeman BLM 057 - R","Chester Pojack","R",38,100.00,1135,110696,1,1,"0","0"
462,"Precinct Committeeman BLM 058 - R","David Gravel","R",19,100.00,1267,110696,1,1,"0","0"
463,"Precinct Committeeman BLM 059 - R","Joyce M. Hundhausen","R",151,100.00,1586,110696,1,1,"0","0"
464,"Precinct Committeeman BLM 060 - R","David DeRango","R",47,50.00,1586,110696,1,1,"0","0"
465,"Precinct Committeeman BLM 060 - R","James Graf","R",47,50.00,1586,110696,1,1,"0","0"
466,"Precinct Committeeman BLM 061 - R","Lynn Uhl","R",72,100.00,546,110696,1,1,"0","0"
467,"Precinct Committeeman BLM 062 - R","Guy Zenzola","R",151,100.00,995,110696,1,1,"0","0"
468,"Precinct Committeeman BLM 063 - R","Kevin McCoy","R",2,100.00,621,110696,1,1,"0","0"
469,"Precinct Committeeman BLM 064 - R","Sean Bontkowski","R",35,100.00,719,110696,1,1,"0","0"
470,"Precinct Committeeman BLM 065 - R","Marilyn A. Menconi","R",89,100.00,720,110696,1,1,"0","0"
471,"Precinct Committeeman BLM 066 - R","Roman E. Strzala","R",166,100.00,865,110696,1,1,"0","0"
472,"Precinct Committeeman BLM 067 - R","Cerena Fischer","R",64,100.00,963,110696,1,1,"0","0"
473,"Precinct Committeeman BLM 068 - R","Ajay Patel","R",104,100.00,1273,110696,1,1,"0","0"
474,"Precinct Committeeman BLM 070 - R","Wayne Pionke","R",109,100.00,566,110696,1,1,"0","0"
475,"Precinct Committeeman BLM 071 - R","Joseph G. Salerno","R",115,100.00,726,110696,1,1,"0","0"
476,"Precinct Committeeman BLM 072 - R","Ronald Sassano","R",110,100.00,1122,110696,1,1,"0","0"
477,"Precinct Committeeman ADD 001 - R","George Jefferies","R",77,100.00,992,110696,1,1,"0","0"
478,"Precinct Committeeman ADD 002 - R","James C. Cerven","R",50,100.00,640,110696,1,1,"0","0"
479,"Precinct Committeeman ADD 003 - R","William J. ""Bill"" Maio, Jr.","R",197,100.00,1000,110696,1,1,"0","0"
480,"Precinct Committeeman ADD 004 - R","Chris Kachiroubas","R",127,100.00,676,110696,1,1,"0","0"
481,"Precinct Committeeman ADD 005 - R","Stephen D. Heike","R",64,100.00,409,110696,1,1,"0","0"
482,"Precinct Committeeman ADD 006 - R","Alan Quarrie","R",89,100.00,840,110696,1,1,"0","0"
483,"Precinct Committeeman ADD 007 - R","Donna Bekas","R",54,100.00,477,110696,1,1,"0","0"
484,"Precinct Committeeman ADD 008 - R","Thomas J. Torcasso","R",88,100.00,668,110696,1,1,"0","0"
485,"Precinct Committeeman ADD 009 - R","Jeff J. Lynaugh","R",34,100.00,529,110696,1,1,"0","0"
486,"Precinct Committeeman ADD 010 - R","Tyrone ""Ty"" Kalogeresis","R",25,100.00,465,110696,1,1,"0","0"
487,"Precinct Committeeman ADD 011 - R","Mark Nowak","R",63,100.00,825,110696,1,1,"0","0"
488,"Precinct Committeeman ADD 012 - R","Roy Sye","R",67,100.00,835,110696,1,1,"0","0"
489,"Precinct Committeeman ADD 013 - R","Paul De Michele","R",100,100.00,545,110696,1,1,"0","0"
490,"Precinct Committeeman ADD 014 - R","Richard Sabatino","R",40,100.00,729,110696,1,1,"0","0"
491,"Precinct Committeeman ADD 015 - R","Barry A. Ketter","R",120,100.00,830,110696,1,1,"0","0"
492,"Precinct Committeeman ADD 018 - R","Marsha Murphy","R",96,100.00,812,110696,1,1,"0","0"
493,"Precinct Committeeman ADD 019 - R","Jeffery C. Agonath","R",48,100.00,790,110696,1,1,"0","0"
494,"Precinct Committeeman ADD 020 - R","Richard ""Rich"" Johnson","R",72,100.00,849,110696,1,1,"0","0"
495,"Precinct Committeeman ADD 022 - R","Daniel R. Schneider","R",143,100.00,1127,110696,1,1,"0","0"
496,"Precinct Committeeman ADD 023 - R","James S. Sadilek","R",164,100.00,935,110696,1,1,"0","0"
497,"Precinct Committeeman ADD 024 - R","Donald E. Puchalski","R",83,100.00,413,110696,1,1,"0","0"
498,"Precinct Committeeman ADD 027 - R","James A. Smith, Sr.","R",32,100.00,531,110696,1,1,"0","0"
499,"Precinct Committeeman ADD 029 - R","Ronald A. Granger","R",81,100.00,739,110696,1,1,"0","0"
500,"Precinct Committeeman ADD 031 - R","Thomas J. Vitek, Sr.","R",63,100.00,796,110696,1,1,"0","0"
501,"Precinct Committeeman ADD 032 - R","Richard J. Veenstra","R",147,100.00,1125,110696,1,1,"0","0"
502,"Precinct Committeeman ADD 033 - R","William Weiland","R",35,100.00,924,110696,1,1,"0","0"
503,"Precinct Committeeman ADD 034 - R","Jo Robinson","R",68,100.00,885,110696,1,1,"0","0"
504,"Precinct Committeeman ADD 035 - R","Kermit Dodson","R",69,100.00,747,110696,1,1,"0","0"
505,"Precinct Committeeman ADD 036 - R","Lawrence Moretti","R",67,100.00,613,110696,1,1,"0","0"
